"ID","mean_cv_studylevel","sd_cv_studylevel","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","Eco","Type","Param","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName_checked","scientificName","cv_res","species_studyid","cv_type","mean_cv_sppspecific","sd_cv_sppspecific","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm","MaxDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","DispersalPotentialmY","DispersalDistancem","tracking_climate","is_contraction","annual_dispersal_pot","ShiftKmY","ClimVeloTKmY_study","ClimVeloTKmY_spp","AnnualDispPotKmY","LimitingRate","what_is_limiting","colour","range_source","Area_m2_ID","Area_m2_range","Area_km2_range","BodySize"
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Stellaria_media","Stellaria_media","Stellaria_media","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:5384604","Find_Sci_Names","37.2748","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",1.065,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Stellaria media","Stellaria media","25km","Stellaria media_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.32,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00032,0.00032,42,1,0.00032,0.32,0.32,TRUE,"YES",0.00032,-1.065,0.0673827676810877,0.118315112446733,0.00032,0.00032,"Dispersal",NA,"BIEN",149355927846.159,19014683863865.7,19014683.8638657,31.7183720930233
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Suaeda_maritima","Suaeda_maritima","Suaeda_maritima","Plantae","Tracheophyta","Magnoliopsida","Amaranthaceae","GBIF:3083541","Find_Sci_Names","69.4707","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",1.9849,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Suaeda maritima","Suaeda maritima","25km","Suaeda maritima_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",380,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.38,0.38,84,1,0.38,380,380,TRUE,"YES",0.38,-1.9849,0.0673827676810877,0.118315112446733,0.38,0.118315112446733,"Climate",0.118315112446733,NA,NA,NA,NA,NA
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Viola_riviniana","Viola_riviniana","Viola_riviniana","Plantae","Tracheophyta","Magnoliopsida","Violaceae","GBIF:7296321","Find_Sci_Names","-44.8257","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-1.2807,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Viola riviniana","Viola riviniana","25km","Viola riviniana_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Malpighiales","seed dispersal (field)","Ulbrich 1928 in Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)",4.6,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.0046,0.0046,365,1,0.0046,4.6,4.6,FALSE,"NO",0.0046,1.2807,0.0673827676810877,0.118315112446733,0.0046,0.0046,"Dispersal",NA,NA,NA,NA,NA,15.3620689655172
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Ranunculus_acris","Ranunculus_acris","Ranunculus_acris","Plantae","Tracheophyta","Magnoliopsida","Ranunculaceae","GBIF:3033363","Find_Sci_Names","-0.0221","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-6e-04,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Ranunculus acris","Ranunculus acris","25km","Ranunculus acris_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Ranunculales","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",300,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.3,0.3,365,1,0.3,300,300,FALSE,"NO",0.3,6e-04,0.0673827676810877,0.118315112446733,0.3,0.118315112446733,"Climate",0.118315112446733,"BIEN",149355927846.159,7624227761066.98,7624227.76106698,23.763982300885
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Rhinanthus_minor","Rhinanthus_minor","Rhinanthus_minor","Plantae","Tracheophyta","Magnoliopsida","Orobanchaceae","GBIF:3172043","Find_Sci_Names","-28.7915","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-0.8226,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Rhinanthus minor","Rhinanthus minor","25km","Rhinanthus minor_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Lamiales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.45,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00045,0.00045,42,1,0.00045,0.45,0.45,FALSE,"NO",0.00045,0.8226,0.0673827676810877,0.118315112446733,0.00045,0.00045,"Dispersal",NA,"GBIF occurrence",149355927846.159,10693170035738.6,10693170.0357386,30.092972972973
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Rumex_acetosa","Rumex_acetosa","Rumex_acetosa","Plantae","Tracheophyta","Magnoliopsida","Polygonaceae","GBIF:2888951","Find_Sci_Names","-0.3087","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-0.0088,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Rumex acetosa","Rumex acetosa","25km","Rumex acetosa_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.99,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00099,0.00099,365,1,0.00099,0.99,0.99,FALSE,"NO",0.00099,0.0088,0.0673827676810877,0.118315112446733,0.00099,0.00099,"Dispersal",NA,"BIEN",149355927846.159,6071906683107.14,6071906.68310714,25.6685947712418
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Rumex_crispus","Rumex_crispus","Rumex_crispus","Plantae","Tracheophyta","Magnoliopsida","Polygonaceae","GBIF:8195144","Find_Sci_Names","-17.0093","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-0.486,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Rumex crispus","Rumex crispus","25km","Rumex crispus_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.98,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00098,0.00098,365,1,0.00098,0.98,0.98,FALSE,"NO",0.00098,0.486,0.0673827676810877,0.118315112446733,0.00098,0.00098,"Dispersal",NA,"BIEN",149355927846.159,16245668355463.8,16245668.3554638,84.6479166666667
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Rumex_obtusifolius","Rumex_obtusifolius","Rumex_obtusifolius","Plantae","Tracheophyta","Magnoliopsida","Polygonaceae","GBIF:2889011","Find_Sci_Names","121.8","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",3.48,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Rumex obtusifolius","Rumex obtusifolius","25km","Rumex obtusifolius_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (model)","Matlack 1987","Maximum_recorded_dispersal_distance_(m)",2.48,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00248,0.00248,365,1,0.00248,2.48,2.48,TRUE,"YES",0.00248,-3.48,0.0673827676810877,0.118315112446733,0.00248,0.00248,"Dispersal",NA,"BIEN",149355927846.159,15560137601322.1,15560137.6013221,59.875988372093
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Leontodon_autumnalis","Leontodon_autumnalis","Scorzoneroides_autumnalis","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:8058115","Find_Sci_Names","-61.1964","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-1.7485,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Scorzoneroides autumnalis","Leontodon autumnalis","25km","Scorzoneroides autumnalis_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",610,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.61,0.61,365,1,0.61,610,610,FALSE,"NO",0.61,1.7485,0.0673827676810877,0.118315112446733,0.61,0.118315112446733,"Climate",0.118315112446733,NA,NA,NA,NA,21.2556182795699
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Lychnis_flos-cuculi","Silene_flos-cuculi","Silene_flos-cuculi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:5384738","Find_Sci_Names","-41.5487","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-1.1871,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Silene flos-cuculi","Silene flos-cuculi","25km","Silene flos-cuculi_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.37,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00037,0.00037,365,1,0.00037,0.37,0.37,FALSE,"NO",0.00037,1.1871,0.0673827676810877,0.118315112446733,0.00037,0.00037,"Dispersal",NA,"GBIF occurrence",149355927846.159,9404294037499.66,9404294.03749966,28.5818181818182
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Pinus_sylvestris","Pinus_sylvestris","Pinus_sylvestris","Plantae","Tracheophyta","Pinopsida","Pinaceae","GBIF:5285637","Find_Sci_Names","41.1753","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",1.1764,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Pinus sylvestris","Pinus sylvestris","25km","Pinus sylvestris_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Pinales","seed dispersal (field)","Firbas 1935 in Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)",2000,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",2,2,1825,5,0.4,400,2000,TRUE,"YES",0.4,-1.1764,0.0673827676810877,0.118315112446733,0.4,0.118315112446733,"Climate",0.118315112446733,"BIEN",149355927846.159,4419631358850.37,4419631.35885037,1209.5493345289
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Plantago_major","Plantago_major","Plantago_major","Plantae","Tracheophyta","Magnoliopsida","Plantaginaceae","GBIF:3189767","Find_Sci_Names","-12.6125","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-0.3604,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Plantago major","Plantago major","25km","Plantago major_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Lamiales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",38,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.038,0.038,42,1,0.038,38,38,FALSE,"NO",0.038,0.3604,0.0673827676810877,0.118315112446733,0.038,0.038,"Dispersal",NA,"BIEN",149355927846.159,25244876634937.2,25244876.6349372,23.171477551
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Poa_annua","Poa_annua","Poa_annua","Plantae","Tracheophyta","Liliopsida","Poaceae","GBIF:2704179","Find_Sci_Names","6.6172","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",0.1891,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Poa annua","Poa annua","25km","Poa annua_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Poales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",180,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.18,0.18,42,1,0.18,180,180,TRUE,"YES",0.18,-0.1891,0.0673827676810877,0.118315112446733,0.18,0.118315112446733,"Climate",0.118315112446733,"BIEN",149355927846.159,19039654241810.1,19039654.2418101,17.5590128205128
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Myosotis_arvensis","Myosotis_arvensis","Myosotis_arvensis","Plantae","Tracheophyta","Magnoliopsida","Boraginaceae","GBIF:5341170","Find_Sci_Names","-20.7445","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-0.5927,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Myosotis arvensis","Myosotis arvensis","25km","Myosotis arvensis_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Boraginales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.19,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00019,0.00019,365,1,0.00019,0.19,0.19,FALSE,"NO",0.00019,0.5927,0.0673827676810877,0.118315112446733,0.00019,0.00019,"Dispersal",NA,"BIEN",149355927846.159,5317522717159.67,5317522.71715967,NA
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Sonchus_arvensis","Sonchus_arvensis","Sonchus_arvensis","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3105813","Find_Sci_Names","-35.5855","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-1.0167,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Sonchus arvensis","Sonchus arvensis","25km","Sonchus arvensis_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",1100,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",1.1,1.1,365,1,1.1,1100,1100,FALSE,"NO",1.1,1.0167,0.0673827676810877,0.118315112446733,1.1,0.118315112446733,"Climate",0.118315112446733,"BIEN",149355927846.159,11982432068559.2,11982432.0685592,112.321428571429
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Sonchus_asper","Sonchus_asper","Sonchus_asper","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3105782","Find_Sci_Names","36.8331","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",1.0524,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Sonchus asper","Sonchus asper","25km","Sonchus asper_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",6.12,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00612,0.00612,42,1,0.00612,6.12,6.12,TRUE,"YES",0.00612,-1.0524,0.0673827676810877,0.118315112446733,0.00612,0.00612,"Dispersal",NA,"BIEN",149355927846.159,18270981237253.9,18270981.2372539,49.2844776119403
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Potentilla_erecta","Potentilla_erecta","Potentilla_erecta","Plantae","Tracheophyta","Magnoliopsida","Rosaceae","GBIF:5365576","Find_Sci_Names","-69.377","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-1.9822,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Potentilla erecta","Potentilla erecta","25km","Potentilla erecta_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Rosales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.19,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00019,0.00019,365,1,0.00019,0.19,0.19,FALSE,"NO",0.00019,1.9822,0.0673827676810877,0.118315112446733,0.00019,0.00019,"Dispersal",NA,NA,NA,NA,NA,18.6378461538462
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Primula_veris","Primula_veris","Primula_veris","Plantae","Tracheophyta","Magnoliopsida","Primulaceae","GBIF:8377689","Find_Sci_Names","148.3267","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",4.2379,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Primula veris","Primula veris","25km","Primula veris_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Ericales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.12,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00012,0.00012,365,1,0.00012,0.12,0.12,TRUE,"YES",0.00012,-4.2379,0.0673827676810877,0.118315112446733,0.00012,0.00012,"Dispersal",NA,"BIEN",149355927846.159,2033617968735.11,2033617.96873511,15.2301333333333
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Phragmites_australis","Phragmites_australis","Phragmites_australis","Plantae","Tracheophyta","Liliopsida","Poaceae","GBIF:5290149","Find_Sci_Names","-58.7589","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-1.6788,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Phragmites australis","Phragmites australis","25km","Phragmites australis_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Poales","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",1714,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",1.714,1.714,365,1,1.714,1714,1714,FALSE,"NO",1.714,1.6788,0.0673827676810877,0.118315112446733,1.714,0.118315112446733,"Climate",0.118315112446733,"BIEN",149355927846.159,18075291282814.9,18075291.2828149,174.426188679245
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Leucanthemum_vulgare","Leucanthemum_vulgare","Leucanthemum_vulgare","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:8848598","Find_Sci_Names","-36.6434","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-1.047,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Leucanthemum vulgare","Leucanthemum vulgare","25km","Leucanthemum vulgare_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.42,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00042,0.00042,365,1,0.00042,0.42,0.42,FALSE,"NO",0.00042,1.047,0.0673827676810877,0.118315112446733,0.00042,0.00042,"Dispersal",NA,"BIEN",149355927846.159,14199774305964.1,14199774.3059641,36.6027857142857
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Luzula_campestris","Luzula_campestris","Luzula_campestris","Plantae","Tracheophyta","Liliopsida","Juncaceae","GBIF:2700828","Find_Sci_Names","0.33","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",0.0094,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Luzula campestris","Luzula campestris","25km","Luzula campestris_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Poales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.07,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",7e-05,7e-05,365,1,7e-05,0.07,0.07,TRUE,"YES",7e-05,-0.0094,0.0673827676810877,0.118315112446733,7e-05,7e-05,"Dispersal",NA,"BIEN",149355927846.159,12346058667170,12346058.66717,13.2897727272727
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","TE","Odontites_vernus","Odontites_vernus","Odontites_vernus","Plantae","Tracheophyta","Magnoliopsida","Orobanchaceae","GBIF:8971475","Find_Sci_Names","-77.6312","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",-2.218,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Minimum northing","Furthest occurrence","Odontites vernus","Odontites vernus","25km","Odontites vernus_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Lamiales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.26,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00026,0.00026,365,1,0.00026,0.26,0.26,FALSE,"NO",0.00026,2.218,0.0673827676810877,0.118315112446733,0.00026,0.00026,"Dispersal",NA,"BIEN",149355927846.159,503795244187.491,503795.244187491,44.6875
